dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,13.954962,5.815226,0.967995,0.768250,0.009977,-0.498863,6.276873
0.020000,13.970326,5.815128,0.983359,0.768215,-0.001746,-0.586177,6.276671
0.020000,13.985688,5.815026,0.998721,0.767980,-0.011724,-0.498863,6.276478
0.020000,14.001043,5.814922,1.014077,0.767546,-0.021701,-0.498863,6.276295
0.020000,14.016387,5.814814,1.029421,0.766913,-0.031678,-0.498863,6.276122
0.020000,14.031716,5.814705,1.044751,0.766080,-0.041655,-0.498863,6.275959
0.020000,14.047027,5.814593,1.060062,0.765047,-0.051633,-0.498863,6.275805
0.020000,14.062315,5.814479,1.075351,0.763815,-0.061610,-0.498863,6.275661
0.020000,14.077577,5.814363,1.090613,0.762383,-0.071587,-0.498863,6.275526
0.020000,14.092808,5.814246,1.105844,0.760752,-0.081564,-0.498863,6.275402
0.020000,14.108004,5.814126,1.121041,0.758921,-0.091542,-0.498863,6.275287
0.020000,14.123162,5.814006,1.136199,0.756891,-0.101519,-0.498863,6.275182
0.020000,14.138277,5.813884,1.151315,0.754661,-0.111496,-0.498863,6.275086
0.020000,14.153345,5.813762,1.166384,0.752231,-0.121473,-0.498863,6.275000
0.020000,14.168363,5.813638,1.181402,0.749602,-0.131451,-0.498863,6.274923
0.020000,14.183326,5.813514,1.196366,0.746774,-0.141428,-0.498863,6.274856
0.020000,14.198231,5.813389,1.211271,0.743746,-0.151405,-0.498863,6.274797
0.020000,14.213073,5.813264,1.226113,0.740518,-0.161383,-0.498863,6.274749
0.020000,14.227849,5.813139,1.240890,0.737091,-0.171360,-0.498863,6.274709
0.020000,14.242554,5.813015,1.255595,0.733464,-0.181337,-0.498863,6.274678
0.020000,14.257184,5.812890,1.270226,0.729638,-0.191314,-0.498863,6.274656
0.020000,14.271736,5.812766,1.284779,0.725612,-0.201292,-0.498863,6.274643
0.020000,14.286206,5.812642,1.299249,0.721386,-0.211269,-0.498863,6.274639
0.020000,14.300589,5.812519,1.313632,0.716961,-0.221246,-0.498863,6.274642
0.020000,14.314881,5.812397,1.327925,0.712337,-0.231223,-0.498863,6.274655
0.020000,14.329079,5.812276,1.342124,0.707513,-0.241201,-0.498863,6.274675
0.020000,14.343178,5.812156,1.356224,0.702489,-0.251178,-0.498863,6.274703
0.020000,14.357176,5.812038,1.370221,0.697266,-0.261155,-0.498863,6.274739
0.020000,14.371066,5.811921,1.384112,0.691844,-0.271133,-0.498863,6.274783
0.020000,14.384846,5.811805,1.397893,0.686221,-0.281110,-0.498863,6.274834
0.020000,14.398512,5.811692,1.411559,0.680400,-0.291087,-0.498863,6.274892
0.020000,14.412059,5.811580,1.425107,0.674378,-0.301064,-0.498863,6.274957
0.020000,14.425484,5.811470,1.438532,0.668158,-0.311042,-0.498863,6.275029
0.020000,14.438783,5.811362,1.451831,0.661737,-0.321019,-0.498863,6.275108
0.020000,14.451951,5.811256,1.465000,0.655117,-0.330996,-0.498863,6.275193
0.020000,14.464985,5.811152,1.478034,0.648298,-0.340973,-0.498863,6.275283
0.020000,14.477880,5.811051,1.490930,0.641279,-0.350951,-0.498863,6.275380
0.020000,14.490633,5.810952,1.503683,0.634060,-0.360928,-0.498863,6.275482
0.020000,14.503240,5.810856,1.516290,0.626642,-0.370905,-0.498863,6.275590
0.020000,14.515696,5.810762,1.528747,0.619025,-0.380883,-0.498863,6.275703
0.020000,14.527998,5.810670,1.541049,0.611207,-0.390860,-0.498863,6.275820
0.020000,14.540142,5.810582,1.553193,0.603191,-0.400837,-0.498863,6.275942
0.020000,14.552123,5.810496,1.565175,0.594974,-0.410814,-0.498863,6.276068
0.020000,14.563938,5.810412,1.576990,0.586558,-0.420792,-0.498863,6.276198
0.020000,14.575583,5.810332,1.588635,0.577943,-0.430769,-0.498863,6.276332
0.020000,14.587053,5.810254,1.600106,0.569128,-0.440746,-0.498863,6.276469
0.020000,14.598345,5.810179,1.611398,0.560114,-0.450723,-0.498863,6.276610
0.020000,14.609455,5.810107,1.622508,0.550900,-0.460701,-0.498863,6.276753
0.020000,14.620379,5.810037,1.633432,0.541486,-0.470678,-0.498863,6.276898
0.020000,14.631112,5.809970,1.644166,0.531873,-0.480655,-0.498863,6.277046
0.020000,14.641651,5.809907,1.654705,0.522060,-0.490632,-0.498863,6.277195
0.020000,14.651993,5.809845,1.665047,0.512083,-0.498863,-0.411550,6.277347
0.020000,14.662134,5.809787,1.675188,0.502106,-0.498863,0.000000,6.277499
0.020000,14.672077,5.809731,1.685131,0.492129,-0.498863,0.000000,6.277653
0.020000,14.681819,5.809678,1.694874,0.482151,-0.498863,0.000000,6.277807
0.020000,14.691362,5.809627,1.704417,0.472174,-0.498863,-0.000000,6.277962
0.020000,14.700706,5.809579,1.713761,0.462197,-0.498863,-0.000000,6.278117
0.020000,14.709850,5.809534,1.722905,0.452220,-0.498863,0.000000,6.278273
0.020000,14.718795,5.809490,1.731849,0.442242,-0.498863,-0.000000,6.278428
0.020000,14.727539,5.809450,1.740594,0.432265,-0.498863,0.000000,6.278583
0.020000,14.736085,5.809411,1.749140,0.422288,-0.498863,0.000000,6.278737
0.020000,14.744431,5.809374,1.757486,0.412310,-0.498863,-0.000000,6.278891
0.020000,14.752577,5.809340,1.765632,0.402333,-0.498863,0.000000,6.279044
0.020000,14.760524,5.809308,1.773579,0.392356,-0.498863,-0.000000,6.279195
0.020000,14.768271,5.809277,1.781327,0.382379,-0.498863,-0.000000,6.279345
0.020000,14.775819,5.809249,1.788874,0.372401,-0.498863,0.000000,6.279494
0.020000,14.783167,5.809222,1.796223,0.362424,-0.498863,0.000000,6.279641
0.020000,14.790316,5.809198,1.803371,0.352447,-0.498863,0.000000,6.279786
0.020000,14.797265,5.809174,1.810320,0.342470,-0.498863,0.000000,6.279929
0.020000,14.804015,5.809153,1.817070,0.332492,-0.498863,-0.000000,6.280070
0.020000,14.810565,5.809133,1.823620,0.322515,-0.498863,0.000000,6.280209
0.020000,14.816915,5.809114,1.829971,0.312538,-0.498863,0.000000,6.280344
0.020000,14.823066,5.809097,1.836122,0.302560,-0.498863,-0.000000,6.280478
0.020000,14.829018,5.809082,1.842073,0.292583,-0.498863,0.000000,6.280608
0.020000,14.834769,5.809067,1.847825,0.282606,-0.498863,0.000000,6.280735
0.020000,14.840322,5.809054,1.853377,0.272629,-0.498863,-0.000000,6.280859
0.020000,14.845675,5.809042,1.858730,0.262651,-0.498863,0.000000,6.280980
0.020000,14.850828,5.809031,1.863883,0.252674,-0.498863,0.000000,6.281098
0.020000,14.855782,5.809021,1.868837,0.242732,-0.497117,0.087313,6.281212
0.020000,14.860539,5.809012,1.873595,0.232989,-0.487140,0.498863,6.281322
0.020000,14.865103,5.809003,1.878159,0.223446,-0.477163,0.498863,6.281429
0.020000,14.869479,5.808996,1.882535,0.214102,-0.467185,0.498863,6.281532
0.020000,14.873669,5.808989,1.886725,0.204958,-0.457208,0.498863,6.281631
0.020000,14.877679,5.808983,1.890735,0.196013,-0.447231,0.498863,6.281727
0.020000,14.881512,5.808978,1.894568,0.187268,-0.437254,0.498863,6.281820
0.020000,14.885172,5.808973,1.898228,0.178723,-0.427276,0.498863,6.281908
0.020000,14.888663,5.808969,1.901719,0.170377,-0.417299,0.498863,6.281993
0.020000,14.891989,5.808965,1.905045,0.162230,-0.407322,0.498863,6.282075
0.020000,14.895154,5.808961,1.908210,0.154283,-0.397345,0.498863,6.282153
0.020000,14.898162,5.808958,1.911218,0.146536,-0.387367,0.498863,6.282227
0.020000,14.901017,5.808956,1.914073,0.138988,-0.377390,0.498863,6.282298
0.020000,14.903724,5.808953,1.916779,0.131640,-0.367413,0.498863,6.282366
0.020000,14.906285,5.808951,1.919341,0.124491,-0.357435,0.498863,6.282430
0.020000,14.908705,5.808950,1.921761,0.117542,-0.347458,0.498863,6.282491
0.020000,14.910989,5.808948,1.924044,0.110792,-0.337481,0.498863,6.282549
0.020000,14.913139,5.808947,1.926195,0.104242,-0.327504,0.498863,6.282604
0.020000,14.915160,5.808946,1.928216,0.097892,-0.317526,0.498863,6.282655
0.020000,14.917057,5.808945,1.930112,0.091741,-0.307549,0.498863,6.282704
0.020000,14.918832,5.808944,1.931888,0.085789,-0.297572,0.498863,6.282749
0.020000,14.920490,5.808943,1.933546,0.080038,-0.287595,0.498863,6.282792
0.020000,14.922036,5.808943,1.935091,0.074485,-0.277617,0.498863,6.282831
0.020000,14.923472,5.808942,1.936527,0.069132,-0.267640,0.498863,6.282869
0.020000,14.924803,5.808942,1.937859,0.063979,-0.257663,0.498863,6.282903
0.020000,14.926033,5.808941,1.939089,0.059025,-0.247685,0.498863,6.282935
0.020000,14.927166,5.808941,1.940222,0.054271,-0.237708,0.498863,6.282964
0.020000,14.928206,5.808941,1.941261,0.049717,-0.227731,0.498863,6.282991
0.020000,14.929157,5.808941,1.942212,0.045362,-0.217754,0.498863,6.283016
0.020000,14.930022,5.808941,1.943078,0.041206,-0.207776,0.498863,6.283039
0.020000,14.930807,5.808941,1.943862,0.037250,-0.197799,0.498863,6.283059
0.020000,14.931514,5.808940,1.944570,0.033494,-0.187822,0.498863,6.283078
0.020000,14.932148,5.808940,1.945204,0.029937,-0.177845,0.498863,6.283094
0.020000,14.932714,5.808940,1.945769,0.026579,-0.167867,0.498863,6.283109
0.020000,14.933214,5.808940,1.946269,0.023422,-0.157890,0.498863,6.283122
0.020000,14.933653,5.808940,1.946708,0.020463,-0.147913,0.498863,6.283134
0.020000,14.934034,5.808940,1.947090,0.017705,-0.137936,0.498863,6.283144
0.020000,14.934363,5.808940,1.947418,0.015145,-0.127958,0.498863,6.283152
0.020000,14.934642,5.808940,1.947698,0.012786,-0.117981,0.498863,6.283160
0.020000,14.934876,5.808940,1.947932,0.010626,-0.108004,0.498863,6.283166
0.020000,14.935069,5.808940,1.948125,0.008665,-0.098026,0.498863,6.283171
0.020000,14.935225,5.808940,1.948280,0.006904,-0.088049,0.498863,6.283175
0.020000,14.935347,5.808940,1.948403,0.005343,-0.078072,0.498863,6.283178
0.020000,14.935440,5.808940,1.948496,0.003981,-0.068095,0.498863,6.283181
0.020000,14.935508,5.808940,1.948564,0.002819,-0.058117,0.498863,6.283183
0.020000,14.935555,5.808940,1.948611,0.001856,-0.048140,0.498863,6.283184
0.020000,14.935585,5.808940,1.948640,0.001092,-0.038163,0.498863,6.283185
0.020000,14.935601,5.808940,1.948657,0.000529,-0.028186,0.498863,6.283185
0.020000,14.935608,5.808940,1.948663,0.000165,-0.018208,0.498863,6.283185
0.020000,14.935609,5.808940,1.948665,0.000000,-0.008231,0.498863,0.000000
0.020000,14.935609,5.808940,1.948665,0.000000,0.000000,0.411550,0.000000
